cluster_id,application_id,start_time,end_time,duration_sec
1448006111297,application_1448006111297_0137,2016-04-07 10:45:21,2016-04-07 10:45:52,31.0
1448006111297,application_1448006111297_0137,2016-04-07 10:45:21,2016-04-07 10:45:52,31.0
1448006111297,application_1448006111297_0137,2016-04-07 10:45:33,2016-04-07 10:46:04,31.0
1448006111297,application_1448006111297_0137,2016-04-07 10:45:34,2016-04-07 10:46:04,30.0
1448006111297,application_1448006111297_0137,2016-04-07 10:45:53,2016-04-07 10:46:24,31.0
1448006111297,application_1448006111297_0137,2016-04-07 10:45:53,2016-04-07 10:46:24,31.0
1448006111297,application_1448006111297_0137,2016-04-07 10:46:00,2016-04-07 10:46:31,31.0
1448006111297,application_1448006111297_0137,2016-04-07 10:46:00,2016-04-07 10:46:31,31.0
1448006111297,application_1448006111297_0137,2016-04-07 10:46:01,2016-04-07 11:21:43,2142.0
1448006111297,application_1448006111297_0137,2016-04-07 10:46:03,2016-04-07 11:21:43,2140.0
1448006111297,application_1448006111297_0137,2016-04-07 10:46:05,2016-04-07 11:21:55,2150.0
1448006111297,application_1448006111297_0137,2016-04-07 10:46:11,2016-04-07 10:46:41,30.0
1448006111297,application_1448006111297_0137,2016-04-07 10:46:11,2016-04-07 10:46:41,30.0
1448006111297,application_1448006111297_0137,2016-04-07 10:46:14,2016-04-07 11:21:55,2141.0
1448006111297,application_1448006111297_0137,2016-04-07 10:46:15,2016-04-07 11:21:55,2140.0
1448006111297,application_1448006111297_0137,2016-04-07 10:46:17,2016-04-07 10:46:48,31.0
1448006111297,application_1448006111297_0137,2016-04-07 10:46:17,2016-04-07 10:46:48,31.0
1448006111297,application_1448006111297_0137,2016-04-07 10:46:19,2016-04-07 10:46:50,31.0
1448006111297,application_1448006111297_0137,2016-04-07 10:46:20,2016-04-07 10:46:50,30.0
1448006111297,application_1448006111297_0137,2016-04-07 10:46:33,2016-04-07 11:22:15,2142.0
1448006111297,application_1448006111297_0137,2016-04-07 10:46:36,2016-04-07 11:22:15,2139.0
1448006111297,application_1448006111297_0137,2016-04-07 10:46:37,2016-04-07 10:47:09,32.0
1448006111297,application_1448006111297_0137,2016-04-07 10:46:38,2016-04-07 10:47:09,31.0
1448006111297,application_1448006111297_0137,2016-04-07 10:46:40,2016-04-07 11:22:22,2142.0
1448006111297,application_1448006111297_0137,2016-04-07 10:46:41,2016-04-07 11:22:22,2141.0
1448006111297,application_1448006111297_0137,2016-04-07 10:46:51,2016-04-07 11:22:32,2141.0
1448006111297,application_1448006111297_0137,2016-04-07 10:46:52,2016-04-07 11:22:32,2140.0
1448006111297,application_1448006111297_0137,2016-04-07 10:46:57,2016-04-07 11:22:39,2142.0
1448006111297,application_1448006111297_0137,2016-04-07 10:46:57,2016-04-07 11:22:39,2142.0
1448006111297,application_1448006111297_0137,2016-04-07 10:46:58,2016-04-07 11:22:41,2143.0
1448006111297,application_1448006111297_0137,2016-04-07 10:47:00,2016-04-07 11:22:41,2141.0
1448006111297,application_1448006111297_0137,2016-04-07 10:47:06,2016-04-07 10:47:37,31.0
1448006111297,application_1448006111297_0137,2016-04-07 10:47:06,2016-04-07 10:47:37,31.0
1448006111297,application_1448006111297_0137,2016-04-07 10:47:18,2016-04-07 11:23:00,2142.0
1448006111297,application_1448006111297_0137,2016-04-07 10:47:20,2016-04-07 11:23:00,2140.0
1448006111297,application_1448006111297_0137,2016-04-07 10:47:46,2016-04-07 11:23:29,2143.0
1448006111297,application_1448006111297_0137,2016-04-07 10:47:47,2016-04-07 11:23:29,2142.0
1448006111297,application_1448006111297_0137,2016-04-07 10:47:49,2016-04-07 10:48:20,31.0
1448006111297,application_1448006111297_0137,2016-04-07 10:47:50,2016-04-07 10:48:20,30.0
1448006111297,application_1448006111297_0137,2016-04-07 10:48:15,2016-04-07 10:48:47,32.0
1448006111297,application_1448006111297_0137,2016-04-07 10:48:15,2016-04-07 10:48:47,32.0
1448006111297,application_1448006111297_0137,2016-04-07 10:48:28,2016-04-07 11:24:11,2143.0
1448006111297,application_1448006111297_0137,2016-04-07 10:48:29,2016-04-07 11:24:11,2142.0
1448006111297,application_1448006111297_0137,2016-04-07 10:48:55,2016-04-07 11:24:38,2143.0
1448006111297,application_1448006111297_0137,2016-04-07 10:48:56,2016-04-07 11:24:38,2142.0
1448006111297,application_1448006111297_0137,2016-04-07 10:48:58,2016-04-07 10:49:29,31.0
1448006111297,application_1448006111297_0137,2016-04-07 10:48:58,2016-04-07 10:49:29,31.0
1448006111297,application_1448006111297_0137,2016-04-07 10:49:00,2016-04-07 10:49:31,31.0
1448006111297,application_1448006111297_0137,2016-04-07 10:49:00,2016-04-07 10:49:31,31.0
1448006111297,application_1448006111297_0137,2016-04-07 10:49:05,2016-04-07 10:49:35,30.0
1448006111297,application_1448006111297_0137,2016-04-07 10:49:05,2016-04-07 10:49:35,30.0
1448006111297,application_1448006111297_0137,2016-04-07 10:49:15,2016-04-07 10:49:47,32.0
1448006111297,application_1448006111297_0137,2016-04-07 10:49:16,2016-04-07 10:49:47,31.0
1448006111297,application_1448006111297_0137,2016-04-07 10:49:20,2016-04-07 10:49:51,31.0
1448006111297,application_1448006111297_0137,2016-04-07 10:49:21,2016-04-07 10:49:51,30.0
1448006111297,application_1448006111297_0137,2016-04-07 10:49:38,2016-04-07 11:25:21,2143.0
1448006111297,application_1448006111297_0137,2016-04-07 10:49:40,2016-04-07 11:25:22,2142.0
1448006111297,application_1448006111297_0137,2016-04-07 10:49:41,2016-04-07 11:25:22,2141.0
1448006111297,application_1448006111297_0137,2016-04-07 10:49:41,2016-04-07 11:25:21,2140.0
1448006111297,application_1448006111297_0137,2016-04-07 10:49:45,2016-04-07 11:25:27,2142.0
1448006111297,application_1448006111297_0137,2016-04-07 10:49:47,2016-04-07 11:25:27,2140.0
1448006111297,application_1448006111297_0137,2016-04-07 10:49:56,2016-04-07 10:50:27,31.0
1448006111297,application_1448006111297_0137,2016-04-07 10:49:56,2016-04-07 11:25:39,2143.0
1448006111297,application_1448006111297_0137,2016-04-07 10:49:57,2016-04-07 10:50:27,30.0
1448006111297,application_1448006111297_0137,2016-04-07 10:49:58,2016-04-07 11:25:39,2141.0
1448006111297,application_1448006111297_0137,2016-04-07 10:49:59,2016-04-07 11:25:42,2143.0
1448006111297,application_1448006111297_0137,2016-04-07 10:50:01,2016-04-07 11:25:42,2141.0
1448006111297,application_1448006111297_0137,2016-04-07 10:50:06,2016-04-07 10:50:37,31.0
1448006111297,application_1448006111297_0137,2016-04-07 10:50:07,2016-04-07 10:50:37,30.0
1448006111297,application_1448006111297_0137,2016-04-07 10:50:09,2016-04-07 10:50:40,31.0
1448006111297,application_1448006111297_0137,2016-04-07 10:50:10,2016-04-07 10:50:40,30.0
1448006111297,application_1448006111297_0137,2016-04-07 10:50:28,2016-04-07 10:51:00,32.0
1448006111297,application_1448006111297_0137,2016-04-07 10:50:28,2016-04-07 10:51:00,32.0
1448006111297,application_1448006111297_0137,2016-04-07 10:50:37,2016-04-07 10:51:09,32.0
1448006111297,application_1448006111297_0137,2016-04-07 10:50:37,2016-04-07 11:26:18,2141.0
1448006111297,application_1448006111297_0137,2016-04-07 10:50:38,2016-04-07 11:26:18,2140.0
1448006111297,application_1448006111297_0137,2016-04-07 10:50:40,2016-04-07 10:51:09,29.0
1448006111297,application_1448006111297_0137,2016-04-07 10:50:40,2016-04-07 10:51:12,32.0
1448006111297,application_1448006111297_0137,2016-04-07 10:50:41,2016-04-07 10:51:12,31.0
1448006111297,application_1448006111297_0137,2016-04-07 10:50:44,2016-04-07 10:51:16,32.0
1448006111297,application_1448006111297_0137,2016-04-07 10:50:45,2016-04-07 11:26:28,2143.0
1448006111297,application_1448006111297_0137,2016-04-07 10:50:45,2016-04-07 10:51:16,31.0
1448006111297,application_1448006111297_0137,2016-04-07 10:50:47,2016-04-07 11:26:28,2141.0
1448006111297,application_1448006111297_0137,2016-04-07 10:50:48,2016-04-07 11:26:32,2144.0
